"";"Datum";"Kraj";"Okres";"Nemocnica";"KodPZS";"Obsadene_covid_lozka";"Plucna_vent_lozka";"Suspektni_JIS_OAIM";"Potvrdeni_JIS_OAIM"
"23274";2020-11-13;"Banskobystrický kraj";"Okres Zvolen";"Nemocnica Zvolen a. s.,  všeobecná nemocnica, Zvolen";"P79469202101";17;1;0;2
"23275";2020-11-13;"Banskobystrický kraj";"Okres Zvolen";"OFTAL s.r.o., špecializovaná nemocnica, Zvolen";"N41659015101";0;0;0;0
"23276";2020-11-13;"Banskobystrický kraj";"Okres Žiar nad Hronom";"Psychiatrická nemocnica Profesora Matulaya Kremnica, špecializovaná nemocnica";"N27005105102";0;0;0;0
"23277";2020-11-13;"Banskobystrický kraj";"Okres Žiar nad Hronom";"Svet zdravia, a.s., všeobecná nemocnica, Žiar nad Hronom";"P83216007101";7;1;0;1
"23278";2020-11-13;"Bratislavský kraj";"Okres Bratislava I";"GPN s.r.o., špecializovaná nemocnica, Bratislava";"P56346009101";0;0;0;0
"23279";2020-11-13;"Bratislavský kraj";"Okres Bratislava I";"Onkologický ústav sv. Alžbety s.r.o., špecializovaná nemocnica, Bratislava";"P31683229101";0;0;0;0
"23280";2020-11-13;"Bratislavský kraj";"Okres Bratislava I";"Univerzitná nemocnica - Nemocnica svätého Michala, a. s., špecializovaná nemocnica, Bratislava";"P36845013101";0;0;0;0
"23281";2020-11-13;"Bratislavský kraj";"Okres Bratislava I";"Univerzitná nemocnica Bratislava - všeobecná nemocnica Staré Mesto";"P40707025106";7;0;0;0
"23282";2020-11-13;"Bratislavský kraj";"Okres Bratislava I";"Univerzitná nemocnica s poliklinikou Milosrdní bratia, spol. s r.o., všeobecná nemocnica, Bratislava";"P50769074101";10;6;0;0
"23283";2020-11-13;"Bratislavský kraj";"Okres Bratislava II";"AGEL Clinic s.r.o., špecializovaná nemocnica, Bratislava";"P87029011101";0;0;0;0
"23284";2020-11-13;"Bratislavský kraj";"Okres Bratislava II";"Centrum pre liečbu drogových závislostí, špecializovaná nemocnica, Bratislava";"P34109073101";0;0;0;0
"23285";2020-11-13;"Bratislavský kraj";"Okres Bratislava II";"clinica orthopedica, s.r.o., špecializovaná nemocnica, Bratislava";"P71940025101";0;0;0;0
"23286";2020-11-13;"Bratislavský kraj";"Okres Bratislava II";"Špecializovaná nemocnica pre ortopedickú protetiku Bratislava, n.o., špecializovaná nemocnica";"P93329039101";0;0;0;0
"23287";2020-11-13;"Bratislavský kraj";"Okres Bratislava II";"Univerzitná nemocnica Bratislava - všeobecná nemocnica Ružinov";"P40707025101";24;5;0;7
"23288";2020-11-13;"Bratislavský kraj";"Okres Bratislava III";"Národný onkologický ústav v Bratislave, špecializovaná nemocnica";"P38561319103";0;0;0;0
"23289";2020-11-13;"Bratislavský kraj";"Okres Bratislava III";"Národný ústav detských chorôb, špecializovaná nemocnica, Bratislava";"P43059323101";0;0;0;0
"23290";2020-11-13;"Bratislavský kraj";"Okres Bratislava III";"Národný ústav srdcových a cievnych chorôb, a.s., špecializovaná nemocnica, Bratislava";"P70249278103";0;0;0;0
"23291";2020-11-13;"Bratislavský kraj";"Okres Bratislava III";"NOVAPHARM, s.r.o., všeobecná nemocnica, Bratislava";"P84713004102";0;0;0;0
"23292";2020-11-13;"Bratislavský kraj";"Okres Bratislava III";"Univerzitná nemocnica Bratislava - všeobecná nemocnica akad. L. Dérera";"P40707002101";49;1;1;10
"23293";2020-11-13;"Bratislavský kraj";"Okres Bratislava V";"CINRE s. r. o., všeobecná nemocnica, Bratislava";"P68335010101";0;0;0;0
"23294";2020-11-13;"Bratislavský kraj";"Okres Bratislava V";"Univerzitná nemocnica Bratislava - všeobecná nemocnica sv. Cyrila a Metoda";"P40707025104";9;2;0;3
"23295";2020-11-13;"Bratislavský kraj";"Okres Bratislava V";"Záchranná zdravotná služba Bratislava, ambulancia ZZS";"P21661180231";0;0;0;0
"23296";2020-11-13;"Bratislavský kraj";"Okres Malacky";"Nemocničná a.s., všeobecná nemocnica, Malacky";"P29189010101";0;0;0;0
"23297";2020-11-13;"Bratislavský kraj";"Okres Pezinok";"LSE - Life Star Emergency, s.r.o., ambulancia ZZS";"P63486180210";0;0;0;0
"23298";2020-11-13;"Bratislavský kraj";"Okres Pezinok";"Psychiatrická nemocnica Philippa Pinela Pezinok, špecializovaná nemocnica";"P56642005101";0;0;0;0
"23299";2020-11-13;"Košický kraj";"Okres Košice I";"Vysokošpecializovaný odborný ústav geriatrický sv. Lukáša v Košiciach n.o., špecializovaná nemocnica";"P83767060101";0;0;0;0
"23300";2020-11-13;"Košický kraj";"Okres Košice I";"Železničné zdravotníctvo Košice, s.r.o., všeobecná nemocnica";"P45507025101";0;0;0;0
"23301";2020-11-13;"Košický kraj";"Okres Košice II";"Detská fakultná nemocnica Košice, všeobecná nemocnica";"P89483331101";0;0;0;0
"23302";2020-11-13;"Košický kraj";"Okres Košice II";"Nemocnica Košice - Šaca a.s. 1. súkromná nemocnica, všeobecná nemocnica";"P43979609101";0;0;0;0
"23303";2020-11-13;"Košický kraj";"Okres Košice II";"Východoslovenský ústav srdcových a cievnych chorôb, a.s., špecializovaná nemocnica, Košice";"P89851025101";0;0;0;0
"23304";2020-11-13;"Košický kraj";"Okres Košice IV";"Centrum pre liečbu drogových závislostí Košice, špecializovaná nemocnica";"P79975073101";0;0;0;0
"23305";2020-11-13;"Košický kraj";"Okres Košice IV";"Inštitút nukleárnej a molekulárnej medicíny, špecializovaná nemocnica, Košice";"P89543047101";0;0;0;0
"23306";2020-11-13;"Košický kraj";"Okres Košice IV";"Univerzitná nemocnica L.Pasteura Košice, všeobecná nemocnica";"P77017002101";60;0;0;13
"23307";2020-11-13;"Košický kraj";"Okres Košice IV";"Východoslovenský onkologický ústav, a.s., špecializovaná nemocnica, Košice";"P76995046101";0;0;0;0
"23308";2020-11-13;"Košický kraj";"Okres Košice IV";"Záchranná služba Košice, ambulancia ZZS";"P77031648212";0;0;0;0
"23309";2020-11-13;"Košický kraj";"Okres Michalovce";"Nemocnica s poliklinikou Štefana Kukuru Michalovce, a.s., všeobecná nemocnica";"P66599002101";30;3;0;4
"23310";2020-11-13;"Košický kraj";"Okres Michalovce";"Psychiatrická nemocnica Michalovce, n.o., špecializovaná nemocnica";"P76467105101";0;0;0;0
"23311";2020-11-13;"Košický kraj";"Okres Rožňava";"Nemocnica s poliklinikou sv. Barbory Rožňava, a.s., všeobecná nemocnica";"P85363027101";2;0;0;0
"23312";2020-11-13;"Košický kraj";"Okres Sobrance";"Regionálna nemocnica Sobrance, n.o., špecializovaná nemocnica";"P87123196101";0;0;0;0
"23313";2020-11-13;"Košický kraj";"Okres Spišská Nová Ves";"Nemocnica Krompachy spol. s r.o., všeobecná nemocnica";"P22041202101";0;0;0;0
"23314";2020-11-13;"Košický kraj";"Okres Spišská Nová Ves";"Nemocnica s poliklinikou Spišská Nová Ves, a.s., všeobecná nemocnica";"P36605013101";19;1;0;2
"23315";2020-11-13;"Košický kraj";"Okres Trebišov";"Nemocnica s poliklinikou n.o. Kráľovský Chlmec, všeobecná nemocnica";"P19800051101";0;0;1;0
"23316";2020-11-13;"Košický kraj";"Okres Trebišov";"Nemocnica s poliklinikou Trebišov, a.s., všeobecná nemocnica";"P81577014101";18;0;1;0
"23317";2020-11-13;"Nitriansky kraj";"Okres Komárno";"Nemocnica Komárno s. r. o., všeobecná nemocnica";"P77941001101";18;0;0;2
"23318";2020-11-13;"Nitriansky kraj";"Okres Komárno";"ZaMED, s.r.o., ambulancia ZZS";"P63339648201";0;0;0;0
"23319";2020-11-13;"Nitriansky kraj";"Okres Levice";"Hospitale, s.r.o., všeobecná nemocnica, Šahy";"P02816001101";0;0;0;0
"23320";2020-11-13;"Nitriansky kraj";"Okres Levice";"Nemocnica Levice s. r. o., všeobecná nemocnica";"P01675196101";15;2;0;3
"23321";2020-11-13;"Nitriansky kraj";"Okres Levice";"Psychiatrická nemocnica Hronovce, špecializovaná nemocnica";"P28247005102";0;0;0;0
"23322";2020-11-13;"Nitriansky kraj";"Okres Nitra";"Fakultná nemocnica Nitra, všeobecná nemocnica";"P85687002101";63;7;0;8
"23323";2020-11-13;"Nitriansky kraj";"Okres Nitra";"KARDIOCENTRUM NITRA s.r.o., špecializovaná nemocnica";"P30385278101";0;0;0;0
"23324";2020-11-13;"Nitriansky kraj";"Okres Nitra";"Psychiatrická nemocnica Veľké Zálužie, špecializovaná nemocnica";"P19393005101";6;0;0;0
"23325";2020-11-13;"Nitriansky kraj";"Okres Nitra";"Špecializovaná nemocnica sv.Svorada Zobor, n.o., špecializovaná nemocnica, Nitra";"P38527003102";18;0;0;0
"23326";2020-11-13;"Nitriansky kraj";"Okres Nové Zámky";"Fakultná nemocnica s poliklinikou Nové Zámky, všeobecná nemocnica";"P81095025101";53;6;0;8
"23327";2020-11-13;"Nitriansky kraj";"Okres Topoľčany";"Svet zdravia Nemocnica Topoľčany, a.s., všeobecná nemocnica";"P59688205101";11;1;0;2
"23328";2020-11-13;"Nitriansky kraj";"Okres Zlaté Moravce";"Nemocnica Zlaté Moravce a.s., všeobecná nemocnica";"P38629010101";8;0;0;0
"23329";2020-11-13;"Prešovský kraj";"Okres Bardejov";"NsP Sv. Jakuba, n.o., Bardejov, všeobecná nemocnica";"N84209025101";28;3;0;6
"23330";2020-11-13;"Prešovský kraj";"Okres Humenné";"Nemocnica A. Leňa Humenné, a.s., všeobecná nemocnica";"P27233192101";29;1;0;1
"23331";2020-11-13;"Prešovský kraj";"Okres Humenné";"ORL HUMENNÉ, s.r.o., špecializovaná nemocnica";"N61173014101";0;0;0;0
"23332";2020-11-13;"Prešovský kraj";"Okres Kežmarok";"Nemocnica Dr. Vojtecha Alexandra v Kežmarku n.o., všeobecná nemocnica";"N34535203101";3;0;0;0
"23333";2020-11-13;"Prešovský kraj";"Okres Levoča";"Všeobecná nemocnica s poliklinikou Levoča, a.s., všeobecná nemocnica";"P76239015101";29;3;0;2
"23334";2020-11-13;"Prešovský kraj";"Okres Poprad";"AIR - TRANSPORT EUROPE, spol. s r.o., ambulancia ZZS";"N57123181204";0;0;0;0
"23335";2020-11-13;"Prešovský kraj";"Okres Poprad";"Národný ústav detskej tuberkulózy a respiračných chorôb, n.o. Dolný Smokovec, špecializovaná nemocnica, Vysoké Tatry";"N19681156107";0;0;0;0
"23336";2020-11-13;"Prešovský kraj";"Okres Poprad";"Národný ústav tuberkulózy, pľúcnych chorôb a hrudníkovej chirurgie Vyšné Hágy, špecializovaná nemocnica";"N92999012101";22;2;0;2
"23337";2020-11-13;"Prešovský kraj";"Okres Poprad";"Nemocnica Poprad, a. s., všeobecná nemocnica";"N22001198101";19;2;0;5
"23338";2020-11-13;"Prešovský kraj";"Okres Poprad";"Sanatórium Dr. Guhra, n.o., špecializovaná nemocnica, Vysoké Tatry";"N19697003101";0;0;0;0
"23339";2020-11-13;"Prešovský kraj";"Okres Poprad";"Sanatórium Tatranská Kotlina, n.o., špecializovaná nemocnica, Vysoké Tatry";"N19491027102";14;0;0;0
"23340";2020-11-13;"Prešovský kraj";"Okres Prešov";"Fakultná nemocnica s poliklinikou J. A. Reimana Prešov, všeobecná nemocnica";"N33067002101";81;4;1;6
"23341";2020-11-13;"Prešovský kraj";"Okres Prešov";"MINERAL-SLOVAKIA, s.r.o., špecializovaná nemocnica, Prešov";"N45027027101";0;0;0;0
"23342";2020-11-13;"Prešovský kraj";"Okres Snina";"Nemocnica Snina, s.r.o., všeobecná nemocnica";"N80847192101";20;0;0;0
"23343";2020-11-13;"Prešovský kraj";"Okres Stará Ľubovňa";"Ľubovnianska nemocnica, n. o., všeobecná nemocnica, Stará Ľubovňa";"N56229010101";22;2;0;3
"23344";2020-11-13;"Prešovský kraj";"Okres Svidník";"Nemocnica arm. generála L. Svobodu Svidník, a.s., všeobecná nemocnica";"P97554001101";16;1;0;1
"23345";2020-11-13;"Prešovský kraj";"Okres Vranov nad Topľou";"Vranovská nemocnica, a.s., všeobecná nemocnica, Vranov nad Topľou";"P02824196101";19;2;0;2
"23346";2020-11-13;"Trenčiansky kraj";"Okres Bánovce nad Bebravou";"NEMOCNICA Bánovce - 3. súkromná nemocnica, s.r.o., všeobecná nemocnica";"P65639196101";8;0;0;0
"23347";2020-11-13;"Trenčiansky kraj";"Okres Ilava";"Nemocnica s poliklinikou Ilava, n.o., všeobecná nemocnica";"P87119205101";8;0;0;0
"23348";2020-11-13;"Trenčiansky kraj";"Okres Myjava";"Nemocnica s poliklinikou Myjava so sídlom v Myjave, ambulancia ZZS";"P82987179205";0;0;0;0
"23349";2020-11-13;"Trenčiansky kraj";"Okres Myjava";"Nemocnica s poliklinikou Myjava so sídlom v Myjave, všeobecná nemocnica";"P82987007101";11;1;0;1
"23350";2020-11-13;"Trenčiansky kraj";"Okres Nové Mesto nad Váhom";"NsP Nové Mesto nad Váhom n. o., špecializovaná nemocnica";"P86027001101";0;0;0;0
"23351";2020-11-13;"Trenčiansky kraj";"Okres Partizánske";"Nemocnica na okraji mesta, n.o., všeobecná nemocnica, Partizánske";"P63800205101";11;2;0;2
"23352";2020-11-13;"Trenčiansky kraj";"Okres Považská Bystrica";"Nemocnica s poliklinikou Považská Bystrica so sídlom v Považskej Bystrici, ambulancia ZZS";"P50945179201";0;0;0;0
"23353";2020-11-13;"Trenčiansky kraj";"Okres Považská Bystrica";"Nemocnica s poliklinikou Považská Bystrica so sídlom v Považskej Bystrici, všeobecná nemocnica";"P50945196101";65;3;0;5
"23354";2020-11-13;"Trenčiansky kraj";"Okres Prievidza";"NEMOCNICA Handlová - 2. súkromná nemocnica, s.r.o., všeobecná nemocnica";"P81801205101";0;0;0;0
"23355";2020-11-13;"Trenčiansky kraj";"Okres Prievidza";"Nemocnica s poliklinikou Prievidza so sídlom v Bojniciach, všeobecná nemocnica";"P51373009101";34;3;0;3
"23356";2020-11-13;"Trenčiansky kraj";"Okres Trenčín";"Fakultná nemocnica Trenčín, všeobecná nemocnica";"P42383002101";51;6;1;9
"23357";2020-11-13;"Trenčiansky kraj";"Okres Trenčín";"Nemocnica pre obvinených a odsúdených a Ústav na výkon trestu odňatia slobody Trenčín, špecializovaná nemocnica";"P84023196116";6;0;0;0
"23358";2020-11-13;"Trenčiansky kraj";"Okres Trenčín";"RZP, a.s., ambulancia ZZS";"P89597179207";0;0;0;0
"23359";2020-11-13;"Trnavský kraj";"Okres Dunajská Streda";"Nemocnica s poliklinikou Dunajská Streda, a.s., všeobecná nemocnica";"P51102199101";15;1;1;1
"23360";2020-11-13;"Trnavský kraj";"Okres Galanta";"Nemocnica s poliklinikou Sv. Lukáša Galanta, a.s., všeobecná nemocnica";"P80747196101";13;2;1;2
"23361";2020-11-13;"Trnavský kraj";"Okres Piešťany";"Národný ústav reumatických chorôb, špecializovaná nemocnica, Piešťany";"P48071045101";0;0;0;0
"23362";2020-11-13;"Trnavský kraj";"Okres Piešťany";"Nemocnica Alexandra Wintera n.o., všeobecná nemocnica, Piešťany";"P93083009101";12;0;0;0
"23363";2020-11-13;"Trnavský kraj";"Okres Skalica";"Fakultná nemocnica s poliklinikou Skalica, a.s., ambulancia ZZS";"P81264179201";0;0;0;0
"23364";2020-11-13;"Trnavský kraj";"Okres Skalica";"Fakultná nemocnica s poliklinikou Skalica, a.s., všeobecná nemocnica";"P81264051101";24;3;0;3
"23365";2020-11-13;"Trnavský kraj";"Okres Trnava";"Fakultná nemocnica Trnava, všeobecná nemocnica";"P20979002101";30;5;0;6
"23366";2020-11-13;"Žilinský kraj";"Okres Čadca";"Kysucká nemocnica s poliklinikou Čadca, všeobecná nemocnica";"N21149004101";61;1;0;1
"23367";2020-11-13;"Žilinský kraj";"Okres Dolný Kubín";"Dolnooravská nemocnica s poliklinikou MUDr. L. Nádaši Jégého Dolný Kubín, všeobecná nemocnica";"P51283196101";17;0;0;0
"23368";2020-11-13;"Žilinský kraj";"Okres Liptovský Mikuláš";"Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu  Liptovský Mikuláš, ambulancia ZZS";"P66051179201";0;0;0;0
"23369";2020-11-13;"Žilinský kraj";"Okres Liptovský Mikuláš";"Liptovská nemocnica s poliklinikou MUDr. Ivana Stodolu  Liptovský Mikuláš, všeobecná nemocnica";"P66051013101";11;2;0;2
"23370";2020-11-13;"Žilinský kraj";"Okres Martin";"Univerzitná nemocnica Martin, všeobecná nemocnica";"P38811002101";69;8;0;15
"23371";2020-11-13;"Žilinský kraj";"Okres Ružomberok";"Národný endokrinologický a diabetologický ústav n.o., špecializovaná nemocnica, Ľubochňa";"N38843153101";0;0;0;0
"23372";2020-11-13;"Žilinský kraj";"Okres Ružomberok";"Ústredná vojenská nemocnica SNP Ružomberok - fakultná nemocnica, všeobecná nemocnica, Ružomberok, ul. Považská";"P91151002101";44;5;0;5
"23373";2020-11-13;"Žilinský kraj";"Okres Tvrdošín";"Hornooravská nemocnica s poliklinikou Trstená, ambulancia ZZS";"P46405180201";17;1;0;1
"23374";2020-11-13;"Žilinský kraj";"Okres Tvrdošín";"Hornooravská nemocnica s poliklinikou Trstená, všeobecná nemocnica";"P46405010101";18;2;1;3
"23375";2020-11-13;"Žilinský kraj";"Okres Žilina";"Fakultná nemocnica s poliklinikou Žilina, všeobecná nemocnica";"N92725025101";53;5;1;7
"23376";2020-11-13;"Žilinský kraj";"Okres Žilina";"RESCUE SYSTÉM, s.r.o., ambulancia ZZS";"P92905648201";0;0;0;0
"23377";2020-11-14;"Banskobystrický kraj";"Okres Banská Bystrica";"Centrum pre liečbu drogových závislostí Banská Bystrica, špecializovaná nemocnica";"P25477073101";0;0;0;0
"23378";2020-11-14;"Banskobystrický kraj";"Okres Banská Bystrica";"Detská fakultná nemocnica s poliklinikou Banská Bystrica, všeobecná nemocnica";"N49813332101";2;0;0;0
"23379";2020-11-14;"Banskobystrický kraj";"Okres Banská Bystrica";"Fakultná nemocnica s poliklinikou F.D.Roosevelta Banská Bystrica, všeobecná nemocnica";"N42231002101";31;8;0;8
"23380";2020-11-14;"Banskobystrický kraj";"Okres Banská Bystrica";"Mammacentrum sv. Agáty Banská Bystrica, a. s., špecializovaná nemocnica";"P64658010101";0;0;0;0
"23381";2020-11-14;"Banskobystrický kraj";"Okres Banská Bystrica";"Stredoslovenský ústav srdcových a cievnych chorôb, a.s., špecializovaná nemocnica, Banská Bystrica";"P35968069101";2;0;0;0
"23382";2020-11-14;"Banskobystrický kraj";"Okres Banská Bystrica";"ZELENÝ SEN, s. r. o., všeobecná nemocnica, Banská Bystrica";"P67828060101";0;0;0;0
"23383";2020-11-14;"Banskobystrický kraj";"Okres Brezno";"Nemocnica s poliklinikou Brezno, n.o., všeobecná nemocnica";"N22399201101";22;2;0;1
"23384";2020-11-14;"Banskobystrický kraj";"Okres Krupina";"Nemocnica Zvolen a. s., všeobecná nemocnica,  Krupina";"P79469205101";0;0;0;0
"23385";2020-11-14;"Banskobystrický kraj";"Okres Lučenec";"Všeobecná nemocnica s poliklinikou Lučenec n.o., všeobecná nemocnica";"N50139002101";18;0;0;2
"23386";2020-11-14;"Banskobystrický kraj";"Okres Revúca";"Nemocnica s poliklinikou, n.o. Revúca, všeobecná nemocnica";"P88780001101";0;0;0;0
"23387";2020-11-14;"Banskobystrický kraj";"Okres Revúca";"Odborný liečebný ústav psychiatrický n.o., špecializovaná nemocnica, Muráň";"N75877073103";0;0;0;0
"23388";2020-11-14;"Banskobystrický kraj";"Okres Rimavská Sobota";"Svet zdravia, a.s., všeobecná nemocnica, Rimavská Sobota";"P83216196102";15;0;0;0
"23389";2020-11-14;"Banskobystrický kraj";"Okres Veľký Krtíš";"Všeobecná nemocnica s poliklinikou, n.o., všeobecná nemocnica, Veľký Krtíš";"N51751025101";0;0;0;0
"23390";2020-11-14;"Banskobystrický kraj";"Okres Zvolen";"Gynpor s.r.o., všeobecná nemocnica, Sliač";"P62331009101";0;0;0;0
"23391";2020-11-14;"Banskobystrický kraj";"Okres Zvolen";"Národné rehabilitačné centrum Kováčová, špecializovaná nemocnica";"N55966027101";0;0;0;0
"23392";2020-11-14;"Banskobystrický kraj";"Okres Zvolen";"Nemocnica Zvolen a. s.,  všeobecná nemocnica, Zvolen";"P79469202101";17;1;1;1
"23393";2020-11-14;"Banskobystrický kraj";"Okres Zvolen";"OFTAL s.r.o., špecializovaná nemocnica, Zvolen";"N41659015101";0;0;0;0
"23394";2020-11-14;"Banskobystrický kraj";"Okres Žiar nad Hronom";"Psychiatrická nemocnica Profesora Matulaya Kremnica, špecializovaná nemocnica";"N27005105102";0;0;0;0
"23395";2020-11-14;"Banskobystrický kraj";"Okres Žiar nad Hronom";"Svet zdravia, a.s., všeobecná nemocnica, Žiar nad Hronom";"P83216007101";7;1;0;1
"23396";2020-11-14;"Bratislavský kraj";"Okres Bratislava I";"GPN s.r.o., špecializovaná nemocnica, Bratislava";"P56346009101";0;0;0;0
"23397";2020-11-14;"Bratislavský kraj";"Okres Bratislava I";"Onkologický ústav sv. Alžbety s.r.o., špecializovaná nemocnica, Bratislava";"P31683229101";0;0;0;0
"23398";2020-11-14;"Bratislavský kraj";"Okres Bratislava I";"Univerzitná nemocnica - Nemocnica svätého Michala, a. s., špecializovaná nemocnica, Bratislava";"P36845013101";0;0;0;0
"23399";2020-11-14;"Bratislavský kraj";"Okres Bratislava I";"Univerzitná nemocnica Bratislava - všeobecná nemocnica Staré Mesto";"P40707025106";7;0;0;0
"23400";2020-11-14;"Bratislavský kraj";"Okres Bratislava I";"Univerzitná nemocnica s poliklinikou Milosrdní bratia, spol. s r.o., všeobecná nemocnica, Bratislava";"P50769074101";10;6;0;0
"23401";2020-11-14;"Bratislavský kraj";"Okres Bratislava II";"AGEL Clinic s.r.o., špecializovaná nemocnica, Bratislava";"P87029011101";0;0;0;0
"23402";2020-11-14;"Bratislavský kraj";"Okres Bratislava II";"Centrum pre liečbu drogových závislostí, špecializovaná nemocnica, Bratislava";"P34109073101";0;0;0;0
"23403";2020-11-14;"Bratislavský kraj";"Okres Bratislava II";"clinica orthopedica, s.r.o., špecializovaná nemocnica, Bratislava";"P71940025101";0;0;0;0
"23404";2020-11-14;"Bratislavský kraj";"Okres Bratislava II";"Špecializovaná nemocnica pre ortopedickú protetiku Bratislava, n.o., špecializovaná nemocnica";"P93329039101";0;0;0;0
"23405";2020-11-14;"Bratislavský kraj";"Okres Bratislava II";"Univerzitná nemocnica Bratislava - všeobecná nemocnica Ružinov";"P40707025101";25;5;0;7
"23406";2020-11-14;"Bratislavský kraj";"Okres Bratislava III";"Národný onkologický ústav v Bratislave, špecializovaná nemocnica";"P38561319103";0;0;0;0
"23407";2020-11-14;"Bratislavský kraj";"Okres Bratislava III";"Národný ústav detských chorôb, špecializovaná nemocnica, Bratislava";"P43059323101";0;0;0;0
"23408";2020-11-14;"Bratislavský kraj";"Okres Bratislava III";"Národný ústav srdcových a cievnych chorôb, a.s., špecializovaná nemocnica, Bratislava";"P70249278103";0;0;0;0
"23409";2020-11-14;"Bratislavský kraj";"Okres Bratislava III";"NOVAPHARM, s.r.o., všeobecná nemocnica, Bratislava";"P84713004102";0;0;0;0
"23410";2020-11-14;"Bratislavský kraj";"Okres Bratislava III";"Univerzitná nemocnica Bratislava - všeobecná nemocnica akad. L. Dérera";"P40707002101";48;1;1;9
"23411";2020-11-14;"Bratislavský kraj";"Okres Bratislava V";"CINRE s. r. o., všeobecná nemocnica, Bratislava";"P68335010101";0;0;0;0
"23412";2020-11-14;"Bratislavský kraj";"Okres Bratislava V";"Univerzitná nemocnica Bratislava - všeobecná nemocnica sv. Cyrila a Metoda";"P40707025104";8;2;0;3
"23413";2020-11-14;"Bratislavský kraj";"Okres Bratislava V";"Záchranná zdravotná služba Bratislava, ambulancia ZZS";"P21661180231";0;0;0;0
"23414";2020-11-14;"Bratislavský kraj";"Okres Malacky";"Nemocničná a.s., všeobecná nemocnica, Malacky";"P29189010101";0;0;0;0
"23415";2020-11-14;"Bratislavský kraj";"Okres Pezinok";"LSE - Life Star Emergency, s.r.o., ambulancia ZZS";"P63486180210";0;0;0;0
"23416";2020-11-14;"Bratislavský kraj";"Okres Pezinok";"Psychiatrická nemocnica Philippa Pinela Pezinok, špecializovaná nemocnica";"P56642005101";0;0;0;0
"23417";2020-11-14;"Košický kraj";"Okres Košice I";"Vysokošpecializovaný odborný ústav geriatrický sv. Lukáša v Košiciach n.o., špecializovaná nemocnica";"P83767060101";0;0;0;0
"23418";2020-11-14;"Košický kraj";"Okres Košice I";"Železničné zdravotníctvo Košice, s.r.o., všeobecná nemocnica";"P45507025101";0;0;0;0
"23419";2020-11-14;"Košický kraj";"Okres Košice II";"Detská fakultná nemocnica Košice, všeobecná nemocnica";"P89483331101";0;0;0;0
"23420";2020-11-14;"Košický kraj";"Okres Košice II";"Nemocnica Košice - Šaca a.s. 1. súkromná nemocnica, všeobecná nemocnica";"P43979609101";0;0;0;0
"23421";2020-11-14;"Košický kraj";"Okres Košice II";"Východoslovenský ústav srdcových a cievnych chorôb, a.s., špecializovaná nemocnica, Košice";"P89851025101";0;0;0;0
"23422";2020-11-14;"Košický kraj";"Okres Košice IV";"Centrum pre liečbu drogových závislostí Košice, špecializovaná nemocnica";"P79975073101";0;0;0;0
"23423";2020-11-14;"Košický kraj";"Okres Košice IV";"Inštitút nukleárnej a molekulárnej medicíny, špecializovaná nemocnica, Košice";"P89543047101";0;0;0;0
"23424";2020-11-14;"Košický kraj";"Okres Košice IV";"Univerzitná nemocnica L.Pasteura Košice, všeobecná nemocnica";"P77017002101";52;0;0;2
"23425";2020-11-14;"Košický kraj";"Okres Košice IV";"Východoslovenský onkologický ústav, a.s., špecializovaná nemocnica, Košice";"P76995046101";0;0;0;0
"23426";2020-11-14;"Košický kraj";"Okres Košice IV";"Záchranná služba Košice, ambulancia ZZS";"P77031648212";0;0;0;0
"23427";2020-11-14;"Košický kraj";"Okres Michalovce";"Nemocnica s poliklinikou Štefana Kukuru Michalovce, a.s., všeobecná nemocnica";"P66599002101";27;2;1;3
"23428";2020-11-14;"Košický kraj";"Okres Michalovce";"Psychiatrická nemocnica Michalovce, n.o., špecializovaná nemocnica";"P76467105101";0;0;0;0
"23429";2020-11-14;"Košický kraj";"Okres Rožňava";"Nemocnica s poliklinikou sv. Barbory Rožňava, a.s., všeobecná nemocnica";"P85363027101";2;0;0;0
"23430";2020-11-14;"Košický kraj";"Okres Sobrance";"Regionálna nemocnica Sobrance, n.o., špecializovaná nemocnica";"P87123196101";0;0;0;0
"23431";2020-11-14;"Košický kraj";"Okres Spišská Nová Ves";"Nemocnica Krompachy spol. s r.o., všeobecná nemocnica";"P22041202101";0;0;0;0
"23432";2020-11-14;"Košický kraj";"Okres Spišská Nová Ves";"Nemocnica s poliklinikou Spišská Nová Ves, a.s., všeobecná nemocnica";"P36605013101";22;2;0;2
"23433";2020-11-14;"Košický kraj";"Okres Trebišov";"Nemocnica s poliklinikou n.o. Kráľovský Chlmec, všeobecná nemocnica";"P19800051101";0;0;1;0
"23434";2020-11-14;"Košický kraj";"Okres Trebišov";"Nemocnica s poliklinikou Trebišov, a.s., všeobecná nemocnica";"P81577014101";19;0;0;0
"23435";2020-11-14;"Nitriansky kraj";"Okres Komárno";"Nemocnica Komárno s. r. o., všeobecná nemocnica";"P77941001101";20;0;0;2
"23436";2020-11-14;"Nitriansky kraj";"Okres Komárno";"ZaMED, s.r.o., ambulancia ZZS";"P63339648201";0;0;0;0
"23437";2020-11-14;"Nitriansky kraj";"Okres Levice";"Hospitale, s.r.o., všeobecná nemocnica, Šahy";"P02816001101";0;0;0;0
"23438";2020-11-14;"Nitriansky kraj";"Okres Levice";"Nemocnica Levice s. r. o., všeobecná nemocnica";"P01675196101";14;3;0;3
